"","LC","LC_value","Strain","Insecticide"
"1",0.00256070411150059,90,"FUMOZ-R","Permethrin"
"2",0.00246921963425331,90,"FUMOZ-R","Permethrin"
"3",0.00253034038461026,90,"FUMOZ-R","Permethrin"
"4",0.00223126500400233,90,"FUMOZ-R","Permethrin"
"5",0.00207226028702937,90,"FUMOZ-R","Permethrin"
"6",0.0023960848975667,90,"FUMOZ-R","Permethrin"
"7",0.0021809381044103,90,"FUMOZ-R","Permethrin"
"8",0.00253661318230174,90,"FUMOZ-R","Permethrin"
"9",0.00219458218541816,90,"FUMOZ-R","Permethrin"
"10",0.00237698787599841,90,"FUMOZ-R","Permethrin"
"11",0.0025668982485626,90,"FUMOZ-R","Permethrin"
"12",0.00219089392675846,90,"FUMOZ-R","Permethrin"
"13",0.00229235676148635,90,"FUMOZ-R","Permethrin"
"14",0.00200783236080102,90,"FUMOZ-R","Permethrin"
"15",0.00251938532012687,90,"FUMOZ-R","Permethrin"
"16",0.00246843590730768,90,"FUMOZ-R","Permethrin"
"17",0.00193488214998555,90,"FUMOZ-R","Permethrin"
"18",0.00241573052557987,90,"FUMOZ-R","Permethrin"
"19",0.00217725286384615,90,"FUMOZ-R","Permethrin"
"20",0.00216785050730835,90,"FUMOZ-R","Permethrin"
"21",0.00212213253918306,90,"FUMOZ-R","Permethrin"
"22",0.00246166890432615,90,"FUMOZ-R","Permethrin"
"23",0.00241537724301647,90,"FUMOZ-R","Permethrin"
"24",0.0024137366951173,90,"FUMOZ-R","Permethrin"
"25",0.00229299936145148,90,"FUMOZ-R","Permethrin"
"26",0.00220981510587631,90,"FUMOZ-R","Permethrin"
"27",0.00248471782030886,90,"FUMOZ-R","Permethrin"
"28",0.00252768274409696,90,"FUMOZ-R","Permethrin"
"29",0.00208774536833489,90,"FUMOZ-R","Permethrin"
"30",0.00243678219721083,90,"FUMOZ-R","Permethrin"
"31",0.00215921157319406,90,"FUMOZ-R","Permethrin"
"32",0.00235722259324549,90,"FUMOZ-R","Permethrin"
"33",0.00236761975599804,90,"FUMOZ-R","Permethrin"
"34",0.00204261993748448,90,"FUMOZ-R","Permethrin"
"35",0.00220468880971465,90,"FUMOZ-R","Permethrin"
"36",0.00241964941019668,90,"FUMOZ-R","Permethrin"
"37",0.00233234012611911,90,"FUMOZ-R","Permethrin"
"38",0.0024000496820953,90,"FUMOZ-R","Permethrin"
"39",0.00225565329779024,90,"FUMOZ-R","Permethrin"
"40",0.00220636740106544,90,"FUMOZ-R","Permethrin"
"41",0.00230012125114255,90,"FUMOZ-R","Permethrin"
"42",0.00235536454865881,90,"FUMOZ-R","Permethrin"
"43",0.00227728753560201,90,"FUMOZ-R","Permethrin"
"44",0.00248163053025417,90,"FUMOZ-R","Permethrin"
"45",0.00227586460810242,90,"FUMOZ-R","Permethrin"
"46",0.00263109061400474,90,"FUMOZ-R","Permethrin"
"47",0.00237796175025326,90,"FUMOZ-R","Permethrin"
"48",0.00224182898518698,90,"FUMOZ-R","Permethrin"
"49",0.00228851276859138,90,"FUMOZ-R","Permethrin"
"50",0.00232957986653194,90,"FUMOZ-R","Permethrin"
"51",0.00230402568816988,90,"FUMOZ-R","Permethrin"
"52",0.00229226118195411,90,"FUMOZ-R","Permethrin"
"53",0.00198733353314356,90,"FUMOZ-R","Permethrin"
"54",0.00213992674971789,90,"FUMOZ-R","Permethrin"
"55",0.0020396909435224,90,"FUMOZ-R","Permethrin"
"56",0.00214421279502447,90,"FUMOZ-R","Permethrin"
"57",0.00437504451503527,90,"FUMOZ-R","Permethrin"
"58",0.00254576885696343,90,"FUMOZ-R","Permethrin"
"59",0.00207379761189739,90,"FUMOZ-R","Permethrin"
"60",0.00215694382089389,90,"FUMOZ-R","Permethrin"
"61",0.00238346826840823,90,"FUMOZ-R","Permethrin"
"62",0.00217307150847354,90,"FUMOZ-R","Permethrin"
"63",0.00224727785823725,90,"FUMOZ-R","Permethrin"
"64",0.00223599991075581,90,"FUMOZ-R","Permethrin"
"65",0.00230279408575951,90,"FUMOZ-R","Permethrin"
"66",0.00221543313834428,90,"FUMOZ-R","Permethrin"
"67",0.00237537984291269,90,"FUMOZ-R","Permethrin"
"68",0.00233102026473691,90,"FUMOZ-R","Permethrin"
"69",0.00232611851353886,90,"FUMOZ-R","Permethrin"
"70",0.00249985195961846,90,"FUMOZ-R","Permethrin"
"71",0.00219494459395132,90,"FUMOZ-R","Permethrin"
"72",0.00216118740176423,90,"FUMOZ-R","Permethrin"
"73",0.00230572094697913,90,"FUMOZ-R","Permethrin"
"74",0.00215202619583759,90,"FUMOZ-R","Permethrin"
"75",0.00213775005863748,90,"FUMOZ-R","Permethrin"
"76",0.00236587274752454,90,"FUMOZ-R","Permethrin"
"77",0.00217589159652466,90,"FUMOZ-R","Permethrin"
"78",0.00267830035351314,90,"FUMOZ-R","Permethrin"
"79",0.0022340942827876,90,"FUMOZ-R","Permethrin"
"80",0.00253203831928264,90,"FUMOZ-R","Permethrin"
"81",0.00229257211647556,90,"FUMOZ-R","Permethrin"
"82",0.00246296874268951,90,"FUMOZ-R","Permethrin"
"83",0.00236948215471148,90,"FUMOZ-R","Permethrin"
"84",0.00211445277999794,90,"FUMOZ-R","Permethrin"
"85",0.00226458780761997,90,"FUMOZ-R","Permethrin"
"86",0.0023678400908845,90,"FUMOZ-R","Permethrin"
"87",0.0020383029665622,90,"FUMOZ-R","Permethrin"
"88",0.00248962157190304,90,"FUMOZ-R","Permethrin"
"89",0.00226468047670762,90,"FUMOZ-R","Permethrin"
"90",0.0023217934844176,90,"FUMOZ-R","Permethrin"
"91",0.00225807315206068,90,"FUMOZ-R","Permethrin"
"92",0.00215887684618235,90,"FUMOZ-R","Permethrin"
"93",0.00194725493953729,90,"FUMOZ-R","Permethrin"
"94",0.00243125721223842,90,"FUMOZ-R","Permethrin"
"95",0.0017291521163188,90,"FUMOZ-R","Permethrin"
"96",0.00244824015216507,90,"FUMOZ-R","Permethrin"
