"","Strain","Insecticide","var","Estimate","Std..Error","t.value","Pr...t..","r2","RMSE"
"1","Banfora","Permethrin","(Intercept)",0.0634501579915029,2.29142235153533,0.0276902937378563,0.978513449651561,0.953248617263527,6.09075989163289
"2","Banfora","Permethrin","Mortality_sim_perc",0.997689987704046,0.0736492786088233,13.5465004756275,2.72478673392059e-07,0.953248617263527,6.09075989163289
