"","LC","LC_value","Strain","Insecticide"
"1",0.00386842430525133,50,"Tiassale-13","Permethrin"
"2",0.00350571333817615,50,"Tiassale-13","Permethrin"
"3",0.00536371118565787,50,"Tiassale-13","Permethrin"
"4",0.00417841095073815,50,"Tiassale-13","Permethrin"
"5",0.00514614087639751,50,"Tiassale-13","Permethrin"
"6",0.00508874255899499,50,"Tiassale-13","Permethrin"
"7",0.00422507805547303,50,"Tiassale-13","Permethrin"
"8",0.00309810748763114,50,"Tiassale-13","Permethrin"
"9",0.00564683271160015,50,"Tiassale-13","Permethrin"
"10",0.00423218297531255,50,"Tiassale-13","Permethrin"
"11",0.00484472068861494,50,"Tiassale-13","Permethrin"
"12",0.00534773310095798,50,"Tiassale-13","Permethrin"
"13",0.00363104188819098,50,"Tiassale-13","Permethrin"
"14",0.00507155051027168,50,"Tiassale-13","Permethrin"
"15",0.00478243968362051,50,"Tiassale-13","Permethrin"
"16",0.00337854991842449,50,"Tiassale-13","Permethrin"
"17",0.00382094082015208,50,"Tiassale-13","Permethrin"
"18",0.00349962889570932,50,"Tiassale-13","Permethrin"
"19",0.0032520165149422,50,"Tiassale-13","Permethrin"
"20",0.00312850016539392,50,"Tiassale-13","Permethrin"
"21",0.00582354180034881,50,"Tiassale-13","Permethrin"
"22",0.00428630807762282,50,"Tiassale-13","Permethrin"
"23",0.00382426274458317,50,"Tiassale-13","Permethrin"
"24",0.00326367032176549,50,"Tiassale-13","Permethrin"
"25",0.00451896795195891,50,"Tiassale-13","Permethrin"
"26",0.0036828805890655,50,"Tiassale-13","Permethrin"
"27",0.00246828766335387,50,"Tiassale-13","Permethrin"
"28",0.00477821680125991,50,"Tiassale-13","Permethrin"
"29",0.00504122767217698,50,"Tiassale-13","Permethrin"
"30",0.00383408981410442,50,"Tiassale-13","Permethrin"
"31",0.0034956760859347,50,"Tiassale-13","Permethrin"
"32",0.00387853152573894,50,"Tiassale-13","Permethrin"
"33",0.00482942215329032,50,"Tiassale-13","Permethrin"
"34",0.00363771287105999,50,"Tiassale-13","Permethrin"
"35",0.00355547158420823,50,"Tiassale-13","Permethrin"
"36",0.00369968932800325,50,"Tiassale-13","Permethrin"
"37",0.00410967617868052,50,"Tiassale-13","Permethrin"
"38",0.00408287010057781,50,"Tiassale-13","Permethrin"
"39",0.00411527283153129,50,"Tiassale-13","Permethrin"
"40",0.00369413214272742,50,"Tiassale-13","Permethrin"
"41",0.00303782288737472,50,"Tiassale-13","Permethrin"
"42",0.00393154845995372,50,"Tiassale-13","Permethrin"
"43",0.00455226771759619,50,"Tiassale-13","Permethrin"
"44",0.00424652910367479,50,"Tiassale-13","Permethrin"
"45",0.00402945185844457,50,"Tiassale-13","Permethrin"
"46",0.00439669399580571,50,"Tiassale-13","Permethrin"
"47",0.0035169244844981,50,"Tiassale-13","Permethrin"
