"","sim_y","Concentration","act_y","Residuals"
"1",0.0251063652664086,2e-04,0,-0.0251063652664086
"2",0.0411596849488072,3e-04,0,-0.0411596849488072
"3",0.0638800712393464,4e-04,0.03448275862,-0.0293973126193464
"4",0.077808863287034,0.00045,0,-0.077808863287034
"5",0.0935930867598098,5e-04,0.1666666667,0.0730735799401903
"6",0.111200687069821,0.00055,0.21875,0.107549312930179
"7",0.396391053042229,0.0011,0.3714285714,-0.024962481642229
"8",0.936343403347021,0.00248,0.9189189189,-0.0174244844470215
"9",0.988180883759443,0.0032,1,0.0118191162405566
