"","V1","Application","Strain","Insecticide","Dose","Intensity","Subjects","Responded","Mortality_perc","lower","upper","dat"
"131",NA,NA,"Tiassale-13","Permethrin",0.117756474873595,NA,NA,NA,99.9360911666754,99.3596070399596,99.9999999999029,"sim"
"132",NA,NA,"Tiassale-13","Permethrin",0.119694820502729,NA,NA,NA,99.9381451995189,99.3873120453411,99.9999999999305,"sim"
"133",NA,NA,"Tiassale-13","Permethrin",0.121648989361488,NA,NA,NA,99.9401047828093,99.4027391648214,99.9999999999492,"sim"
"134",NA,NA,"Tiassale-13","Permethrin",0.123618981449874,NA,NA,NA,99.9419753032886,99.4179274428534,99.9999999999626,"sim"
"135",NA,NA,"Tiassale-13","Permethrin",0.125604796767884,NA,NA,NA,99.9437617911583,99.4313847804903,99.9999999999729,"sim"
"136",NA,NA,"Tiassale-13","Permethrin",0.127606435315521,NA,NA,NA,99.945468946508,99.4459526401345,99.9999999999803,"sim"
"137",NA,NA,"Tiassale-13","Permethrin",0.129623897092783,NA,NA,NA,99.9471011635977,99.4635317782421,99.9999999999852,"sim"
"138",NA,NA,"Tiassale-13","Permethrin",0.13165718209967,NA,NA,NA,99.9486625531806,99.4789671805336,99.9999999999896,"sim"
"139",NA,NA,"Tiassale-13","Permethrin",0.133706290336183,NA,NA,NA,99.9501569630393,99.4928153545566,99.9999999999921,"sim"
"140",NA,NA,"Tiassale-13","Permethrin",0.135771221802322,NA,NA,NA,99.9515879968876,99.5043725018872,99.9999999999944,"sim"
"141",NA,NA,"Tiassale-13","Permethrin",0.137851976498086,NA,NA,NA,99.9529590317803,99.5246904043542,99.9999999999957,"sim"
"142",NA,NA,"Tiassale-13","Permethrin",0.139948554423476,NA,NA,NA,99.9542732341578,99.5398062076826,99.999999999997,"sim"
"143",NA,NA,"Tiassale-13","Permethrin",0.142060955578492,NA,NA,NA,99.9555335746411,99.5511217610843,99.9999999999977,"sim"
"144",NA,NA,"Tiassale-13","Permethrin",0.144189179963133,NA,NA,NA,99.956742841683,99.5610178646008,99.9999999999984,"sim"
"145",NA,NA,"Tiassale-13","Permethrin",0.146333227577399,NA,NA,NA,99.9579036541715,99.5778516453074,99.9999999999988,"sim"
"146",NA,NA,"Tiassale-13","Permethrin",0.148493098421291,NA,NA,NA,99.9590184730716,99.5899502683983,99.9999999999991,"sim"
"147",NA,NA,"Tiassale-13","Permethrin",0.150668792494809,NA,NA,NA,99.9600896121867,99.5981689701626,99.9999999999993,"sim"
"148",NA,NA,"Tiassale-13","Permethrin",0.152860309797953,NA,NA,NA,99.9611192481103,99.6083183685315,99.9999999999995,"sim"
"149",NA,NA,"Tiassale-13","Permethrin",0.155067650330722,NA,NA,NA,99.9621094294346,99.6172241286207,99.9999999999996,"sim"
"150",NA,NA,"Tiassale-13","Permethrin",0.157290814093116,NA,NA,NA,99.9630620852776,99.6279182339117,99.9999999999997,"sim"
"151",NA,NA,"Tiassale-13","Permethrin",0.159529801085136,NA,NA,NA,99.9639790331807,99.6392183441841,99.9999999999998,"sim"
"152",NA,NA,"Tiassale-13","Permethrin",0.161784611306782,NA,NA,NA,99.9648619864307,99.6467011889155,99.9999999999998,"sim"
"153",NA,NA,"Tiassale-13","Permethrin",0.164055244758053,NA,NA,NA,99.9657125608488,99.6564701884351,99.9999999999999,"sim"
"154",NA,NA,"Tiassale-13","Permethrin",0.16634170143895,NA,NA,NA,99.9665322810913,99.6630922999066,99.9999999999999,"sim"
"155",NA,NA,"Tiassale-13","Permethrin",0.168643981349472,NA,NA,NA,99.9673225864979,99.6715043557832,99.9999999999999,"sim"
"156",NA,NA,"Tiassale-13","Permethrin",0.17096208448962,NA,NA,NA,99.9680848365255,99.6811921947289,100,"sim"
"157",NA,NA,"Tiassale-13","Permethrin",0.173296010859394,NA,NA,NA,99.9688203157971,99.6905442083606,100,"sim"
"158",NA,NA,"Tiassale-13","Permethrin",0.175645760458793,NA,NA,NA,99.9695302387976,99.6983866693183,100,"sim"
"159",NA,NA,"Tiassale-13","Permethrin",0.178011333287818,NA,NA,NA,99.9702157542415,99.7073808756937,100,"sim"
"160",NA,NA,"Tiassale-13","Permethrin",0.180392729346468,NA,NA,NA,99.9708779491393,99.71396656734,100,"sim"
"161",NA,NA,"Tiassale-13","Permethrin",0.182789948634744,NA,NA,NA,99.9715178525844,99.7209218274579,100,"sim"
"162",NA,NA,"Tiassale-13","Permethrin",0.185202991152646,NA,NA,NA,99.9721364392807,99.7274302683492,100,"sim"
"163",NA,NA,"Tiassale-13","Permethrin",0.187631856900173,NA,NA,NA,99.9727346328327,99.7323933161279,100,"sim"
"164",NA,NA,"Tiassale-13","Permethrin",0.190076545877326,NA,NA,NA,99.9733133088125,99.7375754955274,100,"sim"
"165",NA,NA,"Tiassale-13","Permethrin",0.192537058084104,NA,NA,NA,99.9738732976225,99.7430431516416,100,"sim"
"166",NA,NA,"Tiassale-13","Permethrin",0.195013393520508,NA,NA,NA,99.9744153871686,99.7482349707137,100,"sim"
"167",NA,NA,"Tiassale-13","Permethrin",0.197505552186537,NA,NA,NA,99.9749403253556,99.7540716670983,100,"sim"
"168",NA,NA,"Tiassale-13","Permethrin",0.200013534082192,NA,NA,NA,99.97544882242,99.7598910726236,100,"sim"
"169",NA,NA,"Tiassale-13","Permethrin",0.202537339207473,NA,NA,NA,99.9759415531114,99.7656395413288,100,"sim"
"170",NA,NA,"Tiassale-13","Permethrin",0.205076967562379,NA,NA,NA,99.9764191587316,99.7712176206062,100,"sim"
"171",NA,NA,"Tiassale-13","Permethrin",0.207632419146911,NA,NA,NA,99.9768822490437,99.7760446927418,100,"sim"
"172",NA,NA,"Tiassale-13","Permethrin",0.210203693961068,NA,NA,NA,99.9773314040594,99.7807654568365,100,"sim"
