"","Mort_C","Strain","Insecticide"
"129",0.0199710504948939,"VK72014","Permethrin"
"130",0.0464904627708248,"VK72014","Permethrin"
"131",0.050999500860681,"VK72014","Permethrin"
"132",0.0631207592075303,"VK72014","Permethrin"
"133",0.0510014583522392,"VK72014","Permethrin"
"134",0.0872358839541923,"VK72014","Permethrin"
"135",0.0368905505646178,"VK72014","Permethrin"
"136",0.0875809474912398,"VK72014","Permethrin"
"137",0.0394364867290176,"VK72014","Permethrin"
"138",0.0799460374615207,"VK72014","Permethrin"
"139",0.0506991661001484,"VK72014","Permethrin"
"140",0.100314013964836,"VK72014","Permethrin"
"141",0.0905282797943359,"VK72014","Permethrin"
"142",0.0411475874723463,"VK72014","Permethrin"
"143",0.0535812852178147,"VK72014","Permethrin"
"144",0.0171501021579521,"VK72014","Permethrin"
"145",0.0780992630977891,"VK72014","Permethrin"
"146",0.0442618436578292,"VK72014","Permethrin"
"147",0.0578414439158642,"VK72014","Permethrin"
"148",0.114080850297575,"VK72014","Permethrin"
"149",0.0349710223245749,"VK72014","Permethrin"
"150",0.0554517129802067,"VK72014","Permethrin"
"151",0.10055241038567,"VK72014","Permethrin"
"152",0.0835315299713703,"VK72014","Permethrin"
"153",0.120128431553245,"VK72014","Permethrin"
"154",0.0465186512163552,"VK72014","Permethrin"
"155",0.0390249767642771,"VK72014","Permethrin"
"156",0.0714489430977772,"VK72014","Permethrin"
"157",0.0538009963676696,"VK72014","Permethrin"
"158",0.0400476141997454,"VK72014","Permethrin"
"159",0.0515097398399483,"VK72014","Permethrin"
"160",0.0699589891427086,"VK72014","Permethrin"
"161",0.123505781773805,"VK72014","Permethrin"
"162",0.0808601627246176,"VK72014","Permethrin"
"163",0.0804829021409118,"VK72014","Permethrin"
"164",0.055587770503809,"VK72014","Permethrin"
"165",0.103359791019825,"VK72014","Permethrin"
"166",0.0745325948054927,"VK72014","Permethrin"
"167",0.0869698373061705,"VK72014","Permethrin"
"168",0.094724043574037,"VK72014","Permethrin"
"169",0.0867338374046812,"VK72014","Permethrin"
"170",0.0651675174204749,"VK72014","Permethrin"
"171",0.0422762014677707,"VK72014","Permethrin"
"172",0.103587948207955,"VK72014","Permethrin"
"173",0.0512344742807036,"VK72014","Permethrin"
"174",0.0269399751660771,"VK72014","Permethrin"
"175",0.083230901375278,"VK72014","Permethrin"
"176",0.0603312526863397,"VK72014","Permethrin"
"177",0.0622942050150014,"VK72014","Permethrin"
"178",0.067959862317038,"VK72014","Permethrin"
"179",0.0576747577779319,"VK72014","Permethrin"
"180",0.0714603249051548,"VK72014","Permethrin"
"181",0.085313964099302,"VK72014","Permethrin"
"182",0.0858967370826024,"VK72014","Permethrin"
"183",0.0521848039560217,"VK72014","Permethrin"
"184",0.0633457405089016,"VK72014","Permethrin"
"185",0.0697837142309418,"VK72014","Permethrin"
"186",0.0474193666245196,"VK72014","Permethrin"
"187",0.0814668899038423,"VK72014","Permethrin"
"188",0.112082457512593,"VK72014","Permethrin"
"189",0.110767611501837,"VK72014","Permethrin"
"190",0.0624256461603199,"VK72014","Permethrin"
"191",0.0312784513458138,"VK72014","Permethrin"
"192",0.0524591079348338,"VK72014","Permethrin"
"193",0.0258804983630712,"VK72014","Permethrin"
"194",0.0395711835160169,"VK72014","Permethrin"
"195",0.0726532891265729,"VK72014","Permethrin"
"196",0.070720081534154,"VK72014","Permethrin"
"197",0.0439915870904578,"VK72014","Permethrin"
"198",0.0547628718504493,"VK72014","Permethrin"
"199",0.0939264195178922,"VK72014","Permethrin"
"200",0.0530190782519289,"VK72014","Permethrin"
"201",0.0487353371214062,"VK72014","Permethrin"
"202",0.0876168594929879,"VK72014","Permethrin"
"203",0.0495756462736011,"VK72014","Permethrin"
"204",0.0512337959601993,"VK72014","Permethrin"
"205",0.0887448368698692,"VK72014","Permethrin"
"206",0.0843503507939246,"VK72014","Permethrin"
"207",0.0937710624669572,"VK72014","Permethrin"
"208",0.0712300362236416,"VK72014","Permethrin"
"209",0.0600689207193742,"VK72014","Permethrin"
"210",0.105417213477649,"VK72014","Permethrin"
"211",0.0494340879913996,"VK72014","Permethrin"
"212",0.0471576530067545,"VK72014","Permethrin"
"213",0.0611092397965324,"VK72014","Permethrin"
"214",0.0616901932559616,"VK72014","Permethrin"
"215",0.0568668752915665,"VK72014","Permethrin"
"216",0.0804137039739594,"VK72014","Permethrin"
"217",0.0297529656527756,"VK72014","Permethrin"
"218",0.0575900288422201,"VK72014","Permethrin"
"219",0.0658200867366677,"VK72014","Permethrin"
"220",0.0788192923959676,"VK72014","Permethrin"
"221",0.103426858624258,"VK72014","Permethrin"
"222",0.0579959869903537,"VK72014","Permethrin"
"223",0.0705344277179689,"VK72014","Permethrin"
"224",0.0851489212395015,"VK72014","Permethrin"
"225",0.0296077649061425,"VK72014","Permethrin"
"226",0.0820677228990225,"VK72014","Permethrin"
"227",0.0497365824937809,"VK72014","Permethrin"
"228",0.0552764250358831,"VK72014","Permethrin"
"229",0.160171920270497,"VK72014","Permethrin"
"230",0.052651793739714,"VK72014","Permethrin"
"231",0.02412696913178,"VK72014","Permethrin"
"232",0.0592676148484944,"VK72014","Permethrin"
"233",0.0662401567227417,"VK72014","Permethrin"
"234",0.0566177044299377,"VK72014","Permethrin"
"235",0.0630840861006684,"VK72014","Permethrin"
"236",0.0782992199412288,"VK72014","Permethrin"
"237",0.0509308504566289,"VK72014","Permethrin"
"238",0.079734084772008,"VK72014","Permethrin"
"239",0.099070242080544,"VK72014","Permethrin"
"240",0.0804444783541646,"VK72014","Permethrin"
"241",0.108431983776479,"VK72014","Permethrin"
"242",0.0213078257362441,"VK72014","Permethrin"
"243",0.0810535206860427,"VK72014","Permethrin"
"244",0.0653190158061032,"VK72014","Permethrin"
