"","Strain","Insecticide","var","Estimate","Std..Error","t.value","Pr...t..","r2","RMSE"
"1","Kisumu","Permethrin","(Intercept)",-1.13115149631305,2.37028941108182,-0.477220836841516,0.658109142422237,0.99416611097307,3.0235984972855
"2","Kisumu","Permethrin","Mortality_sim_perc",1.01889098292739,0.039025396797893,26.1084080247559,1.27877487180608e-05,0.99416611097307,3.0235984972855
