"","Strain","Insecticide","var","Estimate","Std..Error","t.value","Pr...t..","r2","RMSE"
"1","VK72014","Permethrin","(Intercept)",2.27974406390884,10.4879430339212,0.21736808223838,0.835124788959538,0.865002169634563,9.94804494511883
"2","VK72014","Permethrin","Mortality_sim_perc",0.98589587529509,0.159004794705471,6.20041601337425,0.000811233149319735,0.865002169634563,9.94804494511883
