"","sim_y","Concentration","act_y","Residuals"
"1",0.0424102409215919,2.6e-05,0.03448275862,-0.0079274823015919
"2",0.0591602444581583,0.000128,0.03448275862,-0.0246774858381583
"3",0.131540406083043,0.00064,0.1428571429,0.0113167368169568
"4",0.44784373748356,0.0032,0.4516129032,0.00376916571643948
"5",0.934157940069673,0.016,0.9333333333,-0.000824606769673109
"6",0.999894426895396,0.08,1,0.000105573104604462
"7",0.999999999103244,0.4,1,8.96755558699169e-10
"8",1,1.97,1,3.33066907387547e-16
