"","Strain","Insecticide","var","Estimate","Std..Error","t.value","Pr...t..","r2","RMSE"
"1","FUMOZ-R","Permethrin","(Intercept)",-0.288325186145154,2.69425558402291,-0.10701478651652,0.917779747568978,0.978155042301519,5.4928167501852
"2","FUMOZ-R","Permethrin","Mortality_sim_perc",1.0009262599799,0.0565359661687184,17.7042390501097,4.52256644883676e-07,0.978155042301519,5.4928167501852
