"","LC","LC_value","Strain","Insecticide"
"1",0.000239275340400764,99,"Kisumu","Permethrin"
"2",0.000255985931534577,99,"Kisumu","Permethrin"
"3",0.000334139647399105,99,"Kisumu","Permethrin"
"4",0.0021108929575865,99,"Kisumu","Permethrin"
"5",0.000540891840793339,99,"Kisumu","Permethrin"
"6",0.00030703124430993,99,"Kisumu","Permethrin"
"7",0.000176637167887551,99,"Kisumu","Permethrin"
"8",0.000564868949356971,99,"Kisumu","Permethrin"
"9",0.000386378848938602,99,"Kisumu","Permethrin"
"10",0.000453347422263376,99,"Kisumu","Permethrin"
"11",0.000273652949916758,99,"Kisumu","Permethrin"
"12",0.000280172196318114,99,"Kisumu","Permethrin"
"13",0.000352653261860126,99,"Kisumu","Permethrin"
"14",0.000839978206456408,99,"Kisumu","Permethrin"
"15",0.000469090218031815,99,"Kisumu","Permethrin"
"16",0.000386145061272148,99,"Kisumu","Permethrin"
"17",0.000291074462225267,99,"Kisumu","Permethrin"
"18",0.000263924064323455,99,"Kisumu","Permethrin"
"19",0.000334835491735839,99,"Kisumu","Permethrin"
"20",0.000381801858067944,99,"Kisumu","Permethrin"
"21",0.00029517063577202,99,"Kisumu","Permethrin"
"22",0.000306910963497792,99,"Kisumu","Permethrin"
"23",0.000266408655888894,99,"Kisumu","Permethrin"
"24",0.000388221465743531,99,"Kisumu","Permethrin"
"25",0.00028979155175385,99,"Kisumu","Permethrin"
"26",0.000455517419300493,99,"Kisumu","Permethrin"
"27",0.00023868020587533,99,"Kisumu","Permethrin"
"28",0.000332350783460257,99,"Kisumu","Permethrin"
"29",0.000286867008780219,99,"Kisumu","Permethrin"
"30",0.00112072081266739,99,"Kisumu","Permethrin"
"31",0.000327898882226446,99,"Kisumu","Permethrin"
"32",0.000255029426484077,99,"Kisumu","Permethrin"
"33",0.000257567098557089,99,"Kisumu","Permethrin"
"34",0.000212622798478386,99,"Kisumu","Permethrin"
"35",0.000336353886114123,99,"Kisumu","Permethrin"
"36",0.000264242249679929,99,"Kisumu","Permethrin"
"37",0.000967335724605535,99,"Kisumu","Permethrin"
"38",0.000295539620226443,99,"Kisumu","Permethrin"
"39",0.000261670746175884,99,"Kisumu","Permethrin"
"40",0.000760845522772106,99,"Kisumu","Permethrin"
"41",0.00027765554924427,99,"Kisumu","Permethrin"
"42",0.000571790490716726,99,"Kisumu","Permethrin"
"43",0.000597775954200583,99,"Kisumu","Permethrin"
"44",0.000583402544793996,99,"Kisumu","Permethrin"
"45",0.000315781220351707,99,"Kisumu","Permethrin"
"46",0.000322747389211222,99,"Kisumu","Permethrin"
"47",0.000532836179807888,99,"Kisumu","Permethrin"
"48",0.000427797090045986,99,"Kisumu","Permethrin"
