"","LC","LC_value","Strain","Insecticide"
"1",0.0182247464243101,99,"VK72014","Permethrin"
"2",0.0161085338775856,99,"VK72014","Permethrin"
"3",0.0192706017959974,99,"VK72014","Permethrin"
"4",0.0145487500179567,99,"VK72014","Permethrin"
"5",0.0166899477581838,99,"VK72014","Permethrin"
"6",0.019765280239278,99,"VK72014","Permethrin"
"7",0.0164163172265212,99,"VK72014","Permethrin"
"8",0.0139032980550574,99,"VK72014","Permethrin"
"9",0.0184290612383027,99,"VK72014","Permethrin"
"10",0.0148914696801297,99,"VK72014","Permethrin"
"11",0.0132466734885449,99,"VK72014","Permethrin"
"12",0.00970096741943784,99,"VK72014","Permethrin"
"13",0.0121179502223663,99,"VK72014","Permethrin"
"14",0.0204481218385383,99,"VK72014","Permethrin"
"15",0.0203183644919591,99,"VK72014","Permethrin"
"16",0.0158680984000002,99,"VK72014","Permethrin"
"17",0.0234114277710498,99,"VK72014","Permethrin"
"18",0.0153609243018766,99,"VK72014","Permethrin"
"19",0.0101885159743009,99,"VK72014","Permethrin"
"20",0.0178076526359144,99,"VK72014","Permethrin"
"21",0.0189269252026114,99,"VK72014","Permethrin"
"22",0.0141142868388776,99,"VK72014","Permethrin"
"23",0.0102459719439693,99,"VK72014","Permethrin"
"24",0.0170659584670117,99,"VK72014","Permethrin"
"25",0.0121113135468562,99,"VK72014","Permethrin"
"26",0.0125912312605736,99,"VK72014","Permethrin"
"27",0.0264511432815917,99,"VK72014","Permethrin"
"28",0.0219765351583645,99,"VK72014","Permethrin"
"29",0.0170947462382756,99,"VK72014","Permethrin"
"30",0.0185306198123909,99,"VK72014","Permethrin"
"31",0.0173387175722796,99,"VK72014","Permethrin"
"32",0.0117114333482093,99,"VK72014","Permethrin"
"33",0.0149795493080138,99,"VK72014","Permethrin"
"34",0.0203471501491867,99,"VK72014","Permethrin"
"35",0.016830094562936,99,"VK72014","Permethrin"
"36",0.0195800969169743,99,"VK72014","Permethrin"
"37",0.0144993862867685,99,"VK72014","Permethrin"
"38",0.0120151587666957,99,"VK72014","Permethrin"
"39",0.0123568032517736,99,"VK72014","Permethrin"
"40",0.0142480316869011,99,"VK72014","Permethrin"
"41",0.0130612724127344,99,"VK72014","Permethrin"
"42",0.0132635545491512,99,"VK72014","Permethrin"
"43",0.0161505647812676,99,"VK72014","Permethrin"
"44",0.0229049435591243,99,"VK72014","Permethrin"
"45",0.0148981867103711,99,"VK72014","Permethrin"
"46",0.0204867358880439,99,"VK72014","Permethrin"
"47",0.0131938286105075,99,"VK72014","Permethrin"
"48",0.0174105130706424,99,"VK72014","Permethrin"
"49",0.0105176936201645,99,"VK72014","Permethrin"
"50",0.0250240872402431,99,"VK72014","Permethrin"
"51",0.0181133656521514,99,"VK72014","Permethrin"
"52",0.0169563744406482,99,"VK72014","Permethrin"
"53",0.0122121463213925,99,"VK72014","Permethrin"
"54",0.025488291556312,99,"VK72014","Permethrin"
"55",0.0174033641841975,99,"VK72014","Permethrin"
"56",0.0188533615226181,99,"VK72014","Permethrin"
"57",0.0105568321911864,99,"VK72014","Permethrin"
"58",0.0192081077469963,99,"VK72014","Permethrin"
"59",0.0152834940374329,99,"VK72014","Permethrin"
"60",0.0140396945062119,99,"VK72014","Permethrin"
"61",0.0447073408786238,99,"VK72014","Permethrin"
"62",0.0132621859528037,99,"VK72014","Permethrin"
"63",0.0151039503913182,99,"VK72014","Permethrin"
"64",0.0149101478379375,99,"VK72014","Permethrin"
"65",0.0134406765764042,99,"VK72014","Permethrin"
"66",0.0439311924568609,99,"VK72014","Permethrin"
"67",0.0128477142540383,99,"VK72014","Permethrin"
"68",0.0129718305663377,99,"VK72014","Permethrin"
"69",0.0126965046642295,99,"VK72014","Permethrin"
"70",0.0145798835164115,99,"VK72014","Permethrin"
