"","sim_y","Concentration","act_y","Residuals"
"1",0.220512220421369,0.002,0.1290322581,-0.0914799623213694
"2",0.327891552847986,0.003,0.53125,0.203358447152014
"3",0.445262672323687,0.004,0.5172413793,0.0719787069763131
"4",0.558738046174352,0.005,0.4074074074,-0.151330638774352
"5",0.660389992263986,0.006,0.6666666667,0.00627667443601398
"6",0.746168665090247,0.007,0.7727272727,0.026558607609753
"7",0.906145939111112,0.01,0.9545454545,0.0483995153888878
"8",0.999999929645691,0.05,1,7.03543087121616e-08
