"","LC","LC_value","Strain","Insecticide"
"1",0.00490649473398889,90,"Banfora","Permethrin"
"2",0.00196987378499455,90,"Banfora","Permethrin"
"3",0.00192688976326583,90,"Banfora","Permethrin"
"4",0.00314763529446907,90,"Banfora","Permethrin"
"5",0.00230177214914782,90,"Banfora","Permethrin"
"6",0.00289409991023048,90,"Banfora","Permethrin"
"7",0.00278251676068329,90,"Banfora","Permethrin"
"8",0.00373888224605883,90,"Banfora","Permethrin"
"9",0.00222004227141824,90,"Banfora","Permethrin"
"10",0.00281876773583454,90,"Banfora","Permethrin"
"11",0.00335346168259678,90,"Banfora","Permethrin"
"12",0.00288308827581929,90,"Banfora","Permethrin"
"13",0.00299880982349851,90,"Banfora","Permethrin"
"14",0.0104871599392455,90,"Banfora","Permethrin"
"15",0.00207906559279531,90,"Banfora","Permethrin"
"16",0.00196617891168,90,"Banfora","Permethrin"
"17",0.00159384002753503,90,"Banfora","Permethrin"
"18",0.00263968022354423,90,"Banfora","Permethrin"
"19",0.00308594389509919,90,"Banfora","Permethrin"
"20",0.00586081058290371,90,"Banfora","Permethrin"
"21",0.00313899105332203,90,"Banfora","Permethrin"
"22",0.00796471624561781,90,"Banfora","Permethrin"
"23",0.00206041277216623,90,"Banfora","Permethrin"
"24",0.00372406760256314,90,"Banfora","Permethrin"
"25",0.00349165768920212,90,"Banfora","Permethrin"
"26",0.0049110170036101,90,"Banfora","Permethrin"
"27",0.00183675850824054,90,"Banfora","Permethrin"
"28",0.00167270530893597,90,"Banfora","Permethrin"
"29",0.00216491467929077,90,"Banfora","Permethrin"
"30",0.00284060113187371,90,"Banfora","Permethrin"
"31",0.0132731549358291,90,"Banfora","Permethrin"
"32",0.00204953398563641,90,"Banfora","Permethrin"
"33",0.00209906176350871,90,"Banfora","Permethrin"
"34",0.0015856591059442,90,"Banfora","Permethrin"
"35",0.00144403932809919,90,"Banfora","Permethrin"
"36",0.00407280180312586,90,"Banfora","Permethrin"
"37",0.00203281276898047,90,"Banfora","Permethrin"
"38",0.0034607460241435,90,"Banfora","Permethrin"
"39",0.00630706025501981,90,"Banfora","Permethrin"
"40",0.00299920700680821,90,"Banfora","Permethrin"
"41",0.00269881632703148,90,"Banfora","Permethrin"
"42",0.00315330539346346,90,"Banfora","Permethrin"
"43",0.0053150079382839,90,"Banfora","Permethrin"
"44",0.00218443766838049,90,"Banfora","Permethrin"
"45",0.00292373000566598,90,"Banfora","Permethrin"
"46",0.00164780305964504,90,"Banfora","Permethrin"
"47",0.0157257641718226,90,"Banfora","Permethrin"
"48",0.00206940561038846,90,"Banfora","Permethrin"
"49",0.0022716443920063,90,"Banfora","Permethrin"
"50",0.00284411015606418,90,"Banfora","Permethrin"
"51",0.00202880452273174,90,"Banfora","Permethrin"
"52",0.00281389865459995,90,"Banfora","Permethrin"
"53",0.00458807069016303,90,"Banfora","Permethrin"
"54",0.00394300217703995,90,"Banfora","Permethrin"
